anio;mes;provincia;canton;producto;presentacion;tipo;precio_prom_usd;precio_prom_usd_kg
2019;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;83,5;1,84
2019;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;93,5;2,06
2019;Abril;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33,75;0,74
2019;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;83,75;1,85
2019;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88,75;1,96
2019;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;84,25;1,86
2019;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;95;2,09
2019;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;74,25;1,64
2019;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;84,25;1,86
2019;Abril;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2019;Abril;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30;0,66
2019;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;80,4;1,77
2019;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;90,6;2
2019;Mayo;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;91,25;2,01
2019;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;96,25;2,12
2019;Mayo;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28,07;0,62
2019;Mayo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;86,2;1,9
2019;Mayo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;96,2;2,12
2019;Mayo;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Mayo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;86,5;1,91
2019;Mayo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;91,83;2,02
2019;Mayo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85;1,87
2019;Mayo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;96;2,12
2019;Mayo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;75;1,65
2019;Mayo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;85;1,87
2019;Mayo;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2019;Mayo;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30;0,66
2019;Mayo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;82,5;1,82
2019;Mayo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;92,5;2,04
2019;Junio;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Junio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;98,75;2,18
2019;Junio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;103,75;2,29
2019;Junio;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33,75;0,74
2019;Junio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;92,5;2,04
2019;Junio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;102,5;2,26
2019;Junio;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33,75;0,74
2019;Junio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;88,75;1,96
2019;Junio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;93,75;2,07
2019;Junio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;87;1,92
2019;Junio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98,67;2,17
2019;Junio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;75;1,65
2019;Junio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;85,75;1,89
2019;Junio;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2019;Junio;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30;0,66
2019;Junio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85,6;1,89
2019;Junio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98;2,16
2019;Julio;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Julio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;102,5;2,26
2019;Julio;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;107,5;2,37
2019;Julio;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34;0,75
2019;Julio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;96,6;2,13
2019;Julio;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;106,6;2,35
2019;Julio;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34;0,75
2019;Julio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;93,6;2,06
2019;Julio;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;99;2,18
2019;Julio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;87,6;1,93
2019;Julio;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;99,6;2,2
2019;Julio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;78,75;1,74
2019;Julio;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;88,33;1,95
2019;Julio;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2019;Julio;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30;0,66
2019;Julio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85;1,87
2019;Julio;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98,33;2,17
2019;Agosto;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33;0,73
2019;Agosto;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;91;2,01
2019;Agosto;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;99;2,18
2019;Agosto;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32,5;0,72
2019;Agosto;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;84,5;1,86
2019;Agosto;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;94,5;2,08
2019;Agosto;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;31,5;0,69
2019;Agosto;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;83,75;1,85
2019;Agosto;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;88,75;1,96
2019;Agosto;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;80,5;1,77
2019;Agosto;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;91;2,01
2019;Agosto;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;74,8;1,65
2019;Agosto;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;84,8;1,87
2019;Agosto;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28,5;0,63
2019;Agosto;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28,8;0,63
2019;Agosto;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;78,5;1,73
2019;Agosto;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;91,25;2,01
2019;Septiembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2019;Septiembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Septiembre;Manabi;Bolivar;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;35;0,77
2019;Septiembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;90,75;2
2019;Septiembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;100,75;2,22
2019;Septiembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;32,33;0,71
2019;Septiembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;37;0,82
2019;Septiembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;88,8;1,96
2019;Septiembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98,8;2,18
2019;Septiembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;29;0,64
2019;Septiembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Septiembre;Manabi;Flavio Alfaro ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;35;0,77
2019;Septiembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;86,25;1,9
2019;Septiembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;91,25;2,01
2019;Septiembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;84;1,85
2019;Septiembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;94,5;2,08
2019;Septiembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;76,5;1,69
2019;Septiembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;86,5;1,91
2019;Septiembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;29;0,64
2019;Septiembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;29;0,64
2019;Septiembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;83;1,83
2019;Septiembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;94,5;2,08
2019;Octubre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Octubre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;95;2,09
2019;Octubre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;105;2,31
2019;Octubre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;37;0,82
2019;Octubre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;95;2,09
2019;Octubre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;105;2,31
2019;Octubre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2019;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;95;2,09
2019;Octubre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;100;2,2
2019;Octubre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;88,4;1,95
2019;Octubre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;100,4;2,21
2019;Octubre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;80;1,76
2019;Octubre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;95,6;2,11
2019;Octubre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;38;0,84
2019;Octubre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;39;0,86
2019;Octubre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;84;1,85
2019;Octubre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;103;2,27
2019;Noviembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;42,5;0,94
2019;Noviembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;100,75;2,22
2019;Noviembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;110,75;2,44
2019;Noviembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;40,75;0,9
2019;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;100,25;2,21
2019;Noviembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;110,25;2,43
2019;Noviembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;37,25;0,82
2019;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;97,5;2,15
2019;Noviembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;102,5;2,26
2019;Noviembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;94,5;2,08
2019;Noviembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;106,5;2,35
2019;Noviembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;83,75;1,85
2019;Noviembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;97,25;2,14
2019;Noviembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;38;0,84
2019;Noviembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;38,5;0,85
2019;Noviembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;92,5;2,04
2019;Noviembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;106,5;2,35
2019;Diciembre;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;42,5;0,94
2019;Diciembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;96,75;2,13
2019;Diciembre;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;106,75;2,35
2019;Diciembre;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;41,5;0,91
2019;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;98;2,16
2019;Diciembre;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;108;2,38
2019;Diciembre;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;38;0,84
2019;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;93,75;2,07
2019;Diciembre;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98,75;2,18
2019;Diciembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;93,25;2,06
2019;Diciembre;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;104,75;2,31
2019;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;82,75;1,82
2019;Diciembre;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;94,5;2,08
2019;Diciembre;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;34,5;0,76
2019;Diciembre;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;34,5;0,76
2019;Diciembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;92,25;2,03
2019;Diciembre;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;103,75;2,29
2020;Enero;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;42,2;0,93
2020;Enero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;105;2,31
2020;Enero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;112;2,47
2020;Enero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;41;0,9
2020;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;101,6;2,24
2020;Enero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;111,6;2,46
2020;Enero;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;39,6;0,87
2020;Enero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;100,4;2,21
2020;Enero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;105,4;2,32
2020;Enero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;96,2;2,12
2020;Enero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;107,2;2,36
2020;Enero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;85;1,87
2020;Enero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;95;2,09
2020;Enero;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33,75;0,74
2020;Enero;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;33;0,73
2020;Enero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;96,25;2,12
2020;Enero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;106,25;2,34
2020;Febrero;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;45;0,99
2020;Febrero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;111,75;2,46
2020;Febrero;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;118,25;2,61
2020;Febrero;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;45;0,99
2020;Febrero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;109;2,4
2020;Febrero;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;119;2,62
2020;Febrero;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;43,33;0,96
2020;Febrero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;104,67;2,31
2020;Febrero;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;109,33;2,41
2020;Febrero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;104;2,29
2020;Febrero;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;116,25;2,56
2020;Febrero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;98,25;2,17
2020;Febrero;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;108,25;2,39
2020;Febrero;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;36,75;0,81
2020;Febrero;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;36,5;0,8
2020;Febrero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;103,5;2,28
2020;Febrero;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;116,5;2,57
2020;Febrero;Manabi;Santa Ana;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;45;0,99
2020;Febrero;Manabi;Santa Ana;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;108;2,38
2020;Febrero;Manabi;Santa Ana;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;113;2,49
2020;Marzo;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;40;0,88
2020;Marzo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;97,5;2,15
2020;Marzo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;102,5;2,26
2020;Marzo;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;37;0,82
2020;Marzo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;91,6;2,02
2020;Marzo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;101,6;2,24
2020;Marzo;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;36,2;0,8
2020;Marzo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;90,2;1,99
2020;Marzo;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;98;2,16
2020;Marzo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;90;1,98
2020;Marzo;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;100,4;2,21
2020;Marzo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;83,33;1,84
2020;Marzo;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;95;2,09
2020;Marzo;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;28,5;0,63
2020;Marzo;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;32;0,71
2020;Marzo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;82,5;1,82
2020;Marzo;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;97,5;2,15
2020;Abril;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;30;0,66
2020;Abril;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;87,5;1,93
2020;Abril;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;92,5;2,04
2020;Abril;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;33;0,73
2020;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85;1,87
2020;Abril;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;94;2,07
2020;Abril;Manabi;Flavio Alfaro ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;29,5;0,65
2020;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;86,25;1,9
2020;Abril;Manabi;Flavio Alfaro ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;91,25;2,01
2020;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;85;1,87
2020;Abril;Manabi;Pichincha ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;95;2,09
2020;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Compra;67,8;1,49
2020;Abril;Manabi;Portoviejo ;Cacao Seco Mezclado;Quintal de 100,00 libras;Venta;75,6;1,67
2020;Abril;Manabi;Portoviejo ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;23;0,51
2020;Abril;Manabi;Portoviejo ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25,6;0,56
2020;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;75,4;1,66
2020;Abril;Manabi;Portoviejo ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;89,2;1,97
2020;Mayo;Manabi;Bolivar;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2020;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;96,25;2,12
2020;Mayo;Manabi;Bolivar;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Venta;101,25;2,23
2020;Mayo;Manabi;Chone ;Cacao en Baba Fino de Aroma;Quintal de 100,00 libras;Compra;35;0,77
2020;Mayo;Manabi;Chone ;Cacao Seco Fino de Aroma;Quintal de 100,00 libras;Compra;92,25;2,03
